iter	Logloss
425	0.3130121358
426	0.3127776845
427	0.3124659729
428	0.3122049713
429	0.3119337718
430	0.3115656789
431	0.3112369792
432	0.3107999166
433	0.3103933207
434	0.3100110626
435	0.3098140208
436	0.3093158468
437	0.3089870707
438	0.3088588969
439	0.3086296082
440	0.3080778758
441	0.3077745565
442	0.3072186279
443	0.3069079081
444	0.3067670186
445	0.3065510813
446	0.3062309265
447	0.3059424845
448	0.3055601756
449	0.3052419535
450	0.3048545074
451	0.3046026611
452	0.3042043559
453	0.3038423665
454	0.3033198547
455	0.3031764221
456	0.302804184
457	0.30241745
458	0.3020768483
459	0.301772054
460	0.3016199239
461	0.3011749268
462	0.3009802755
463	0.3002902476
464	0.3000855764
465	0.2999305216
466	0.2996775309
467	0.2993797302
468	0.2990272776
469	0.2986544545
470	0.2982925924
471	0.2980894979
472	0.2978720601
473	0.2975124105
474	0.2971389771
475	0.2967610931
476	0.2965039571
477	0.2961606852
478	0.2960009766
479	0.2956536357
480	0.2954051717
481	0.2950355275
482	0.2947096761
483	0.294182663
484	0.2940107218
485	0.2937097168
486	0.2933810679
487	0.2930688477
488	0.2928267415
489	0.2925504812
490	0.2922129313
491	0.291785024
492	0.291497345
493	0.2913049825
494	0.2912384288
495	0.291057841
496	0.2908403524
497	0.2905736796
498	0.2902891795
499	0.2900373332
500	0.2896863302
501	0.2893814596
502	0.2890279134
503	0.2887539927
504	0.2884334056
505	0.2881297811
506	0.287751948
507	0.2874299367
508	0.2869202423
509	0.2866644287
510	0.2860544332
511	0.2855543009
512	0.2852323914
513	0.2848925527
514	0.2844935608
515	0.2841279856
516	0.2840036265
517	0.2838232931
518	0.283621521
519	0.2830995941
520	0.2828313192
521	0.2825965118
522	0.2821023814
523	0.2818649801
524	0.2817359416
525	0.281339976
526	0.2810160573
527	0.2807021586
528	0.2804333496
529	0.2801800791
530	0.2797557068
531	0.2792839559
532	0.2790433502
533	0.2788910929
534	0.2783731079
535	0.2780013275
536	0.2777379862
537	0.2775075277
538	0.2772498576
539	0.276995697
540	0.276766154
541	0.2764054108
542	0.2761320496
543	0.2759374491
544	0.2756226349
545	0.2753890228
546	0.2748198446
547	0.2747301229
548	0.2744431814
549	0.2739483897
550	0.2737284851
551	0.2734842428
552	0.2733760325
553	0.2730565898
554	0.272772878
555	0.2726139323
556	0.2724964396
557	0.2721192678
558	0.27189387
559	0.2717662303
560	0.2715585581
561	0.2712614441
562	0.2708164724
563	0.2705866496
564	0.270356547
565	0.2701559448
566	0.2698333486
567	0.2696727498
568	0.2694322713
569	0.2692743429
570	0.2688331095
571	0.2686751048
572	0.2683969371
573	0.2680830129
574	0.2677028147
575	0.2674979909
576	0.2673065948
577	0.2671013133
578	0.2668444316
579	0.2665145874
580	0.2660820516
581	0.2657683818
582	0.2655073039
583	0.2652841695
584	0.2650299072
585	0.2647574615
586	0.2644743601
587	0.2641158295
588	0.2639311218
589	0.2637304179
590	0.2634381104
591	0.2632976023
592	0.2631104533
593	0.2629182434
594	0.2625895945
595	0.262421519
596	0.2621980286
597	0.2619104767
598	0.2618236796
599	0.261539561
600	0.2614031728
601	0.2611252594
602	0.260813446
603	0.2606137085
604	0.2604528554
605	0.2602355448
606	0.2598283895
607	0.2593877411
608	0.2591973623
609	0.2589520264
610	0.2586193848
611	0.2582777913
612	0.258056488
613	0.2578172302
614	0.257557373
615	0.2572467041
616	0.2569207764
617	0.2566628011
618	0.2564780935
619	0.2562879944
620	0.2560626475
621	0.25590271
622	0.2557701111
623	0.255616862
624	0.2554871623
625	0.2552146403
626	0.2547666931
627	0.2545069377
628	0.254245402
629	0.254078598
630	0.2537182617
631	0.2536035665
632	0.2532407379
633	0.2529925537
634	0.2526953379
635	0.2523494975
636	0.2521842957
637	0.2519761149
638	0.2515859477
639	0.2512689972
640	0.2510797882
641	0.2506823476
642	0.2503089396
643	0.2501620738
644	0.2497515869
645	0.2494236755
646	0.2491781616
647	0.2489794413
648	0.2487132263
649	0.2486302948
650	0.2482948303
651	0.2481107839
652	0.2479764557
653	0.2477807109
654	0.247595164
655	0.2473197937
656	0.2470916748
657	0.2467542013
658	0.2466130066
659	0.2463830566
660	0.2462383016
661	0.2458248647
662	0.2456213379
663	0.2454735311
664	0.2451268005
665	0.2448509979
666	0.244626948
667	0.2444966634
668	0.2443232473
669	0.2439150492
670	0.243758138
671	0.2434928894
672	0.2433096822
673	0.2430000814
674	0.2426008606
675	0.2423192851
676	0.2421304576
677	0.2420215861
678	0.2416848501
679	0.2414693197
680	0.2413904826
681	0.2411464945
682	0.2410313416
683	0.240750885
684	0.2404663086
685	0.2402563985
686	0.239882431
687	0.2397681936
688	0.2394469198
689	0.2392776235
690	0.239100647
691	0.2389017232
692	0.2387461853
693	0.2383572896
694	0.2382051341
695	0.2379564412
696	0.2377555084
697	0.237570165
698	0.2373322042
699	0.2371649679
700	0.2368474325
701	0.2367336528
702	0.2365414429
703	0.2363418325
704	0.2361678569
705	0.2359351858
706	0.2356378682
707	0.2354895528
708	0.2353058879
709	0.2351705424
710	0.2349847412
711	0.2347605387
712	0.2345130412
713	0.2344976298
714	0.2343648275
715	0.2341748556
716	0.2338883972
717	0.2337174988
718	0.2335138702
719	0.233209788
720	0.2330600484
721	0.2327491252
722	0.2325451406
723	0.2324095662
724	0.2319987742
725	0.2316460673
726	0.2314415995
727	0.2312720744
728	0.2309936015
729	0.2307636007
730	0.2305689748
731	0.230297877
732	0.2300279236
733	0.2297804769
734	0.2295275116
735	0.229274826
736	0.2289492798
737	0.2288011932
738	0.2284762319
739	0.2281460571
740	0.2278423055
741	0.2277178192
742	0.2275870768
743	0.227353007
744	0.2272743225
745	0.2270602671
746	0.2268695068
747	0.2266426341
748	0.2263771057
749	0.2261851756
750	0.2258534241
751	0.2256235504
752	0.2253526306
753	0.225122172
754	0.2248029582
755	0.2245996094
756	0.2243940735
757	0.2240907796
758	0.2240089417
759	0.2238521576
760	0.2235942078
761	0.2233416239
762	0.2231367493
763	0.2229779561
764	0.2227848053
765	0.2226622264
766	0.2222943624
767	0.2221631114
768	0.221928304
769	0.2218315633
770	0.2216663361
771	0.2213971965
772	0.2209910075
773	0.220722936
774	0.2204680125
775	0.2202548726
776	0.2199897257
777	0.2197872162
778	0.2195831045
779	0.2193774414
780	0.2192534383
781	0.2191058604
782	0.2188895416
783	0.218719635
784	0.218662262
785	0.2183158875
786	0.2182337443
787	0.2178855387
788	0.2176259867
789	0.2174228414
790	0.2172813924
791	0.2169271851
792	0.216771342
793	0.2165181478
794	0.2163487244
795	0.216018041
796	0.215839386
797	0.2157141622
798	0.2155781047
799	0.2153495789
800	0.2152763875
801	0.2150663503
802	0.2149116516
803	0.2147545369
804	0.2145633443
805	0.2144003805
806	0.2139185333
807	0.2137422434
808	0.2135722605
809	0.2134411112
810	0.2130837504
811	0.2128441747
812	0.2124317296
813	0.2121856054
814	0.2119443258
815	0.2116813914
816	0.2115098317
817	0.2112186941
818	0.211035258
819	0.2107068125
820	0.2104839198
821	0.2104018784
822	0.2102624893
823	0.2100893656
824	0.2098796972
825	0.2096867116
826	0.2095457204
827	0.2094100316
828	0.2091056188
829	0.2088938395
830	0.2087315623
831	0.2085378774
832	0.2083349482
833	0.2079415512
834	0.2076472727
835	0.2073697154
836	0.2072661336
837	0.2071703974
838	0.206976738
839	0.2068034871
840	0.2067291896
841	0.2065328852
842	0.206441129
843	0.2061898041
844	0.2059727987
845	0.2057739512
846	0.2055479685
847	0.2053080368
848	0.2052012253
849	0.2050620143
850	0.2049768194
851	0.2048593012
852	0.2047120921
853	0.2045379384
854	0.2043796158
855	0.2039714177
856	0.2038131714
857	0.2035739772
858	0.2034145864
859	0.2032791265
860	0.2030353546
861	0.2025271606
862	0.2022917684
863	0.2019634501
864	0.2017916361
865	0.201628418
866	0.2013021088
867	0.2010974375
868	0.2007201767
869	0.2004848989
870	0.2000314713
871	0.1997784805
872	0.1995486196
873	0.1992965698
874	0.1990406164
875	0.1989189148
876	0.1988253276
877	0.198703537
878	0.1985441717
879	0.1984130605
880	0.1981866582
881	0.1980151367
882	0.1978580983
883	0.1974736532
884	0.1973319244
885	0.1970935694
886	0.1968500392
887	0.1967282104
888	0.1965325546
889	0.1963945007
890	0.1962625122
891	0.1961312103
892	0.1960057958
893	0.1955905914
894	0.1954683431
895	0.1953851954
896	0.1952500153
897	0.1950638199
898	0.1948367055
899	0.1946574656
900	0.1944675191
901	0.194312617
902	0.1942578379
903	0.1940595373
904	0.193801829
905	0.1936015956
906	0.1933159892
907	0.1930750148
908	0.1926079814
909	0.1924096171
910	0.1922566732
911	0.1920910517
912	0.1919003042
913	0.1916825994
914	0.1914321391
915	0.1912174988
916	0.1911752065
917	0.1911062368
918	0.1909737396
919	0.1907940928
920	0.1904658381
921	0.1902003988
922	0.1900104268
923	0.1898324076
924	0.1895617549
925	0.189340744
926	0.189283927	0927	0.189090928	0.2024280689
929	0.2021800291
930	0.2019891186
931	0.2017559101
932	0.2014843024
933	0.2011684216
934	0.2009318469
935	0.2005732109
936	0.2002749624
937	0.2001066837
938	0.1998688618
939	0.1997647212
940	0.1994429991
941	0.199196792
942	0.1990927315
943	0.1989003973
944	0.1986479591
945	0.1984733301
946	0.1983075751
947	0.1981267526
948	0.19794457
949	0.1977872549
950	0.1975342874
951	0.1973868476
952	0.1971210915
953	0.1970811678
954	0.1969295366
955	0.196706278
956	0.1965061088
957	0.1961703369
958	0.1958828622
959	0.195584927
960	0.1955086779
961	0.1952502811
962	0.1950869139
963	0.1949103479
964	0.1947398992
965	0.1944122918
966	0.1942727287
967	0.1939954714
968	0.1937713597
969	0.1935230239
970	0.1933447397
971	0.1932438367
972	0.193100403
973	0.1930073636
974	0.1929305561
975	0.1926131872
976	0.1925070843
977	0.1922454063
978	0.1921011233
979	0.1920310899
980	0.1919128939
981	0.1916549945
982	0.1915050317
983	0.1911526229
984	0.1909204931
985	0.1907697628
986	0.1906171651
987	0.1904392892
988	0.1902021406
989	0.1899498835
990	0.1898337822
991	0.1896434311
992	0.1895336038
993	0.1892913041
994	0.1888901282
995	0.1884975271
996	0.1881531139
997	0.1880398473
998	0.1878750624
999	0.1877533088
7477
6593475
889
